"Year","Cambium.GEA","Source","Fraction"
2036,"AZNMc","Natural Gas",0.0436002875703623
2037,"AZNMc","Natural Gas",0.0423277418766897
2038,"AZNMc","Natural Gas",0.0410551961830172
2039,"AZNMc","Natural Gas",0.0397826504893447
2040,"AZNMc","Natural Gas",0.0385101047956721
2041,"AZNMc","Natural Gas",0.0356723401940135
2042,"AZNMc","Natural Gas",0.0328345755923549
2043,"AZNMc","Natural Gas",0.0299968109906964
2044,"AZNMc","Natural Gas",0.0271590463890378
2045,"AZNMc","Natural Gas",0.0243212817873792
2046,"AZNMc","Natural Gas",0.0231917298756296
2047,"AZNMc","Natural Gas",0.0220621779638799
2048,"AZNMc","Natural Gas",0.0209326260521303
2049,"AZNMc","Natural Gas",0.0198030741403807
2050,"AZNMc","Natural Gas",0.0186735222286311
2022,"CAMXc","Natural Gas",0.286266851043947
2023,"CAMXc","Natural Gas",0.286266851043947
2024,"CAMXc","Natural Gas",0.286266851043947
2025,"CAMXc","Natural Gas",0.272427643803886
2026,"CAMXc","Natural Gas",0.258588436563826
2027,"CAMXc","Natural Gas",0.22129188978954
2028,"CAMXc","Natural Gas",0.183995343015255
2029,"CAMXc","Natural Gas",0.147917534732183
2030,"CAMXc","Natural Gas",0.111839726449111
2031,"CAMXc","Natural Gas",0.101187252780353
2032,"CAMXc","Natural Gas",0.0905347791115951
2033,"CAMXc","Natural Gas",0.0798823054428373
2034,"CAMXc","Natural Gas",0.0692298317740794
2035,"CAMXc","Natural Gas",0.0585773581053216
2036,"CAMXc","Natural Gas",0.0546384299604748
2037,"CAMXc","Natural Gas",0.0506995018156279
2038,"CAMXc","Natural Gas",0.0467605736707811
2039,"CAMXc","Natural Gas",0.0428216455259342
2040,"CAMXc","Natural Gas",0.0388827173810874
2041,"CAMXc","Natural Gas",0.0357034272027524
2042,"CAMXc","Natural Gas",0.0325241370244175
2043,"CAMXc","Natural Gas",0.0293448468460825
2044,"CAMXc","Natural Gas",0.0261655566677476
2045,"CAMXc","Natural Gas",0.0229862664894127
2046,"CAMXc","Natural Gas",0.0233717753003986
2047,"CAMXc","Natural Gas",0.0237572841113845
2048,"CAMXc","Natural Gas",0.0241427929223704
2049,"CAMXc","Natural Gas",0.0245283017333564
2050,"CAMXc","Natural Gas",0.0249138105443423
