GISJOIN,YEAR,STUSAB,STATE,STATEA,PUMAA,GEOID,NAME_E,AJZAE001,NAME_M,AJZAM001
GIS Join Match Code,Data File Year,State Postal Abbreviation,State Name,State Code,Public Use Microdata Area Code,Census Geographic Identifier,Estimates: Area Name,Estimates: Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Margins of error: Area Name,Margins of error: Median household income in the past 12 months (in 2018 inflation-adjusted dollars)
G34000905,2014-2018,NJ,New Jersey,34,905,79500US3400905,"Middlesex County (Northeast)--Carteret Borough PUMA, New Jersey",85460,"Middlesex County (Northeast)--Carteret Borough PUMA, New Jersey",2072
G34000906,2014-2018,NJ,New Jersey,34,906,79500US3400906,"Middlesex County (Central)--New Brunswick City, South River & Highland Park Boroughs PUMA; New Jersey",68782,"Middlesex County (Central)--New Brunswick City, South River & Highland Park Boroughs PUMA; New Jersey",2896
G34000907,2014-2018,NJ,New Jersey,34,907,79500US3400907,"Middlesex County (East Central)--Perth Amboy City & Sayreville Borough PUMA, New Jersey",64757,"Middlesex County (East Central)--Perth Amboy City & Sayreville Borough PUMA, New Jersey",1886
G34001001,2014-2018,NJ,New Jersey,34,1001,79500US3401001,"Somerset County (North & West) PUMA, New Jersey",139086,"Somerset County (North & West) PUMA, New Jersey",3814
G34001002,2014-2018,NJ,New Jersey,34,1002,79500US3401002,"Somerset County (South) PUMA, New Jersey",112062,"Somerset County (South) PUMA, New Jersey",4861
G34001003,2014-2018,NJ,New Jersey,34,1003,79500US3401003,"Somerset County (Central)--North Plainfield & Somerville Boroughs PUMA, New Jersey",88574,"Somerset County (Central)--North Plainfield & Somerville Boroughs PUMA, New Jersey",2418
G34001101,2014-2018,NJ,New Jersey,34,1101,79500US3401101,"Monmouth County (Southeast)--Tinton Falls Borough (South) PUMA, New Jersey",84256,"Monmouth County (Southeast)--Tinton Falls Borough (South) PUMA, New Jersey",2618
G34001102,2014-2018,NJ,New Jersey,34,1102,79500US3401102,"Monmouth County (Southwest)--Freehold Borough PUMA, New Jersey",107050,"Monmouth County (Southwest)--Freehold Borough PUMA, New Jersey",2745
G34001103,2014-2018,NJ,New Jersey,34,1103,79500US3401103,"Monmouth County (East Central)--Long Branch, Asbury Park Cities & Eatontown Borough PUMA; New Jersey",68017,"Monmouth County (East Central)--Long Branch, Asbury Park Cities & Eatontown Borough PUMA; New Jersey",2525
G34001104,2014-2018,NJ,New Jersey,34,1104,79500US3401104,"Monmouth County (Northeast)--Red Bank & Tinton Falls (North) Boroughs PUMA, New Jersey",102925,"Monmouth County (Northeast)--Red Bank & Tinton Falls (North) Boroughs PUMA, New Jersey",2944
G34001105,2014-2018,NJ,New Jersey,34,1105,79500US3401105,"Monmouth County (Northwest)--Keansburg Borough PUMA, New Jersey",97081,"Monmouth County (Northwest)--Keansburg Borough PUMA, New Jersey",2617
G34001106,2014-2018,NJ,New Jersey,34,1106,79500US3401106,"Monmouth County (Central) PUMA, New Jersey",119684,"Monmouth County (Central) PUMA, New Jersey",4128
G34001201,2014-2018,NJ,New Jersey,34,1201,79500US3401201,"Ocean County (South) PUMA, New Jersey",73821,"Ocean County (South) PUMA, New Jersey",1972
G34001202,2014-2018,NJ,New Jersey,34,1202,79500US3401202,"Ocean County (Central)--Beachwood Borough PUMA, New Jersey",63009,"Ocean County (Central)--Beachwood Borough PUMA, New Jersey",2097
G34001203,2014-2018,NJ,New Jersey,34,1203,79500US3401203,"Ocean County (North Central) PUMA, New Jersey",54504,"Ocean County (North Central) PUMA, New Jersey",1665
G34001204,2014-2018,NJ,New Jersey,34,1204,79500US3401204,"Ocean County (Northwest) PUMA, New Jersey",64982,"Ocean County (Northwest) PUMA, New Jersey",2241
G34001205,2014-2018,NJ,New Jersey,34,1205,79500US3401205,"Ocean County (Northeast)--Point Pleasant Borough PUMA, New Jersey",84982,"Ocean County (Northeast)--Point Pleasant Borough PUMA, New Jersey",2242
G34001301,2014-2018,NJ,New Jersey,34,1301,79500US3401301,"Essex County (Southeast)--Newark City (North & East) PUMA, New Jersey",37589,"Essex County (Southeast)--Newark City (North & East) PUMA, New Jersey",1591
G34001302,2014-2018,NJ,New Jersey,34,1302,79500US3401302,"Essex County (Southeast)--Newark City (Southwest) PUMA, New Jersey",31796,"Essex County (Southeast)--Newark City (Southwest) PUMA, New Jersey",1178
G34001401,2014-2018,NJ,New Jersey,34,1401,79500US3401401,"Essex County (Northeast) PUMA, New Jersey",77326,"Essex County (Northeast) PUMA, New Jersey",2149
G34001402,2014-2018,NJ,New Jersey,34,1402,79500US3401402,"Essex County (South Central)--East Orange City PUMA, New Jersey",50152,"Essex County (South Central)--East Orange City PUMA, New Jersey",1540
G34001403,2014-2018,NJ,New Jersey,34,1403,79500US3401403,"Essex County (Northwest) PUMA, New Jersey",122964,"Essex County (Northwest) PUMA, New Jersey",3639
G34001404,2014-2018,NJ,New Jersey,34,1404,79500US3401404,"Essex County (Southwest) PUMA, New Jersey",131257,"Essex County (Southwest) PUMA, New Jersey",4593
G34001501,2014-2018,NJ,New Jersey,34,1501,79500US3401501,"Morris County (North)--Dover Town & Kinnelon Borough PUMA, New Jersey",99571,"Morris County (North)--Dover Town & Kinnelon Borough PUMA, New Jersey",4833
G34001502,2014-2018,NJ,New Jersey,34,1502,79500US3401502,"Morris County (West) PUMA, New Jersey",112885,"Morris County (West) PUMA, New Jersey",3421
G34001503,2014-2018,NJ,New Jersey,34,1503,79500US3401503,"Morris County (East)--Lincoln Park Borough PUMA, New Jersey",108212,"Morris County (East)--Lincoln Park Borough PUMA, New Jersey",2882
G34001504,2014-2018,NJ,New Jersey,34,1504,79500US3401504,"Morris County (South)--Morristown Town, Madison & Florham Park Boroughs PUMA; New Jersey",129393,"Morris County (South)--Morristown Town, Madison & Florham Park Boroughs PUMA; New Jersey",3465
G34001600,2014-2018,NJ,New Jersey,34,1600,79500US3401600,"Sussex County PUMA, New Jersey",90728,"Sussex County PUMA, New Jersey",2127
G34001700,2014-2018,NJ,New Jersey,34,1700,79500US3401700,"Warren County PUMA, New Jersey",78145,"Warren County PUMA, New Jersey",1882
G34001800,2014-2018,NJ,New Jersey,34,1800,79500US3401800,"Union County (Northeast)--Elizabeth City PUMA, New Jersey",46975,"Union County (Northeast)--Elizabeth City PUMA, New Jersey",1318
G34001901,2014-2018,NJ,New Jersey,34,1901,79500US3401901,"Union County (North Central)--Roselle Park Borough PUMA, New Jersey",78238,"Union County (North Central)--Roselle Park Borough PUMA, New Jersey",3246
G34001902,2014-2018,NJ,New Jersey,34,1902,79500US3401902,"Union County (Northwest)--Summit City & Westfield Town (North) PUMA, New Jersey",134890,"Union County (Northwest)--Summit City & Westfield Town (North) PUMA, New Jersey",5534
G34001903,2014-2018,NJ,New Jersey,34,1903,79500US3401903,"Union County (Southwest)--Plainfield City & Westfield Town (South) PUMA, New Jersey",86116,"Union County (Southwest)--Plainfield City & Westfield Town (South) PUMA, New Jersey",4077
G34001904,2014-2018,NJ,New Jersey,34,1904,79500US3401904,"Union County (Southeast)--Linden, Rahway Cities & Roselle Borough (South) PUMA; New Jersey",74507,"Union County (Southeast)--Linden, Rahway Cities & Roselle Borough (South) PUMA; New Jersey",2603
G34002001,2014-2018,NJ,New Jersey,34,2001,79500US3402001,"Burlington County (North)--Burlington City PUMA, New Jersey",80257,"Burlington County (North)--Burlington City PUMA, New Jersey",2363
G34002002,2014-2018,NJ,New Jersey,34,2002,79500US3402002,"Burlington County (West Central) PUMA, New Jersey",96192,"Burlington County (West Central) PUMA, New Jersey",2054
G34002003,2014-2018,NJ,New Jersey,34,2003,79500US3402003,"Burlington County (South & East) PUMA, New Jersey",79183,"Burlington County (South & East) PUMA, New Jersey",1813
G34002101,2014-2018,NJ,New Jersey,34,2101,79500US3402101,"Camden County (North)--Camden & Gloucester Cities PUMA, New Jersey",38998,"Camden County (North)--Camden & Gloucester Cities PUMA, New Jersey",1915
G34002102,2014-2018,NJ,New Jersey,34,2102,79500US3402102,"Camden County (Central)--Lindenwold & Collingswood Boroughs PUMA, New Jersey",66947,"Camden County (Central)--Lindenwold & Collingswood Boroughs PUMA, New Jersey",2433
G34002103,2014-2018,NJ,New Jersey,34,2103,79500US3402103,"Camden County (South & West)--Bellmawr & Pine Hill Boroughs PUMA, New Jersey",72230,"Camden County (South & West)--Bellmawr & Pine Hill Boroughs PUMA, New Jersey",2272
G34002104,2014-2018,NJ,New Jersey,34,2104,79500US3402104,"Camden County (East Central)--Haddonfield Borough PUMA, New Jersey",99789,"Camden County (East Central)--Haddonfield Borough PUMA, New Jersey",2680
G34002201,2014-2018,NJ,New Jersey,34,2201,79500US3402201,"Gloucester County (Northeast)--Woodbury City PUMA, New Jersey",77806,"Gloucester County (Northeast)--Woodbury City PUMA, New Jersey",1912
G34002202,2014-2018,NJ,New Jersey,34,2202,79500US3402202,"Gloucester County (South & West)--Glassboro Borough PUMA, New Jersey",91338,"Gloucester County (South & West)--Glassboro Borough PUMA, New Jersey",1965
G34002301,2014-2018,NJ,New Jersey,34,2301,79500US3402301,"Mercer County (West Central)--Trenton City PUMA, New Jersey",48216,"Mercer County (West Central)--Trenton City PUMA, New Jersey",2929
G34002302,2014-2018,NJ,New Jersey,34,2302,79500US3402302,"Mercer County (North)--Princeton Borough PUMA, New Jersey",114228,"Mercer County (North)--Princeton Borough PUMA, New Jersey",3431
G34002303,2014-2018,NJ,New Jersey,34,2303,79500US3402303,"Mercer County (South) PUMA, New Jersey",81153,"Mercer County (South) PUMA, New Jersey",1601
G34002400,2014-2018,NJ,New Jersey,34,2400,79500US3402400,"Cumberland County (South)--Vineland & Millville Cities PUMA, New Jersey",54202,"Cumberland County (South)--Vineland & Millville Cities PUMA, New Jersey",1991
G34002500,2014-2018,NJ,New Jersey,34,2500,79500US3402500,"Salem & Cumberland (North) Counties--Bridgeton City PUMA, New Jersey",58245,"Salem & Cumberland (North) Counties--Bridgeton City PUMA, New Jersey",2583
G34002600,2014-2018,NJ,New Jersey,34,2600,79500US3402600,"Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City PUMA, New Jersey",63311,"Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City PUMA, New Jersey",1553
G35000100,2014-2018,NM,New Mexico,35,100,79500US3500100,"Northwest New Mexico--Navajo Nation PUMA, New Mexico",33251,"Northwest New Mexico--Navajo Nation PUMA, New Mexico",981
G35000200,2014-2018,NM,New Mexico,35,200,79500US3500200,"San Juan County (Northeast)--Farmington, Bloomfield & Aztec Cities PUMA; New Mexico",54953,"San Juan County (Northeast)--Farmington, Bloomfield & Aztec Cities PUMA; New Mexico",2179
G35000300,2014-2018,NM,New Mexico,35,300,79500US3500300,"North Central New Mexico PUMA, New Mexico",,"North Central New Mexico PUMA, New Mexico",
G35000400,2014-2018,NM,New Mexico,35,400,79500US3500400,"Eastern Plains New Mexico PUMA, New Mexico",39313,"Eastern Plains New Mexico PUMA, New Mexico",2020
G35000500,2014-2018,NM,New Mexico,35,500,79500US3500500,"Santa Fe County PUMA, New Mexico",59192,"Santa Fe County PUMA, New Mexico",1499
G35000600,2014-2018,NM,New Mexico,35,600,79500US3500600,"Sandoval County PUMA, New Mexico",59420,"Sandoval County PUMA, New Mexico",1750
G35000700,2014-2018,NM,New Mexico,35,700,79500US3500700,"Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo PUMA; New Mexico",50834,"Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo PUMA; New Mexico",2205
G35000801,2014-2018,NM,New Mexico,35,801,79500US3500801,"Albuquerque City (Far Northeast Heights) PUMA, New Mexico",68616,"Albuquerque City (Far Northeast Heights) PUMA, New Mexico",2467
G35000802,2014-2018,NM,New Mexico,35,802,79500US3500802,"Albuquerque City (Near Northeast Heights) PUMA, New Mexico",51146,"Albuquerque City (Near Northeast Heights) PUMA, New Mexico",1863
G35000803,2014-2018,NM,New Mexico,35,803,79500US3500803,"Albuquerque City (Southeast Heights) PUMA, New Mexico",36814,"Albuquerque City (Southeast Heights) PUMA, New Mexico",1358
G35000804,2014-2018,NM,New Mexico,35,804,79500US3500804,"Albuquerque City (Central) & Bernalillo County (North Valley) PUMA, New Mexico",42184,"Albuquerque City (Central) & Bernalillo County (North Valley) PUMA, New Mexico",2115
G35000805,2014-2018,NM,New Mexico,35,805,79500US3500805,"Albuquerque City (Northwest Mesa), Paradise Hills & Navajo Nation-Tohajiilee Chapter PUMA; New Mexico",67681,"Albuquerque City (Northwest Mesa), Paradise Hills & Navajo Nation-Tohajiilee Chapter PUMA; New Mexico",1667
G35000806,2014-2018,NM,New Mexico,35,806,79500US3500806,"Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley) PUMA, New Mexico",42604,"Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley) PUMA, New Mexico",1813
G35000900,2014-2018,NM,New Mexico,35,900,79500US3500900,"Southwest New Mexico PUMA, New Mexico",34384,"Southwest New Mexico PUMA, New Mexico",1606
G35001001,2014-2018,NM,New Mexico,35,1001,79500US3501001,"Doña Ana County (Outer) PUMA, New Mexico",38788,"Doña Ana County (Outer) PUMA, New Mexico",1901
G35001002,2014-2018,NM,New Mexico,35,1002,79500US3501002,"Doña Ana County (Central)--Las Cruces, Mesilla Cities & University Park PUMA; New Mexico",39523,"Doña Ana County (Central)--Las Cruces, Mesilla Cities & University Park PUMA; New Mexico",1956
G35001100,2014-2018,NM,New Mexico,35,1100,79500US3501100,"Central Southeast New Mexico PUMA, New Mexico",42906,"Central Southeast New Mexico PUMA, New Mexico",1369
G35001200,2014-2018,NM,New Mexico,35,1200,79500US3501200,"Far Southeast New Mexico PUMA, New Mexico",61107,"Far Southeast New Mexico PUMA, New Mexico",1516
G36000100,2014-2018,NY,New York,36,100,79500US3600100,"St. Lawrence County PUMA, New York",49305,"St. Lawrence County PUMA, New York",1513
G36000200,2014-2018,NY,New York,36,200,79500US3600200,"Clinton, Franklin, Essex & Hamilton Counties PUMA; New York",54524,"Clinton, Franklin, Essex & Hamilton Counties PUMA; New York",1030
G36000300,2014-2018,NY,New York,36,300,79500US3600300,"Warren & Washington Counties PUMA, New York",57035,"Warren & Washington Counties PUMA, New York",1479
G36000401,2014-2018,NY,New York,36,401,79500US3600401,"Herkimer (North & Central) & Oneida (Outer) Counties PUMA, New York",56704,"Herkimer (North & Central) & Oneida (Outer) Counties PUMA, New York",1798
G36000402,2014-2018,NY,New York,36,402,79500US3600402,"Oneida County (Central)--Greater Utica & Rome Cities PUMA, New York",50242,"Oneida County (Central)--Greater Utica & Rome Cities PUMA, New York",1293
G36000403,2014-2018,NY,New York,36,403,79500US3600403,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA; New York",54442,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA; New York",1011
G36000500,2014-2018,NY,New York,36,500,79500US3600500,"Jefferson & Lewis Counties PUMA, New York",52289,"Jefferson & Lewis Counties PUMA, New York",1336
G36000600,2014-2018,NY,New York,36,600,79500US3600600,"Oswego County PUMA, New York",53597,"Oswego County PUMA, New York",1386
G36000701,2014-2018,NY,New York,36,701,79500US3600701,"Onondaga County (Central)--Syracuse City PUMA, New York",36308,"Onondaga County (Central)--Syracuse City PUMA, New York",1014
G36000702,2014-2018,NY,New York,36,702,79500US3600702,"Onondaga County (North) PUMA, New York",74476,"Onondaga County (North) PUMA, New York",1597
G36000703,2014-2018,NY,New York,36,703,79500US3600703,"Onondaga County (Central)--Syracuse City (Outer) PUMA, New York",66414,"Onondaga County (Central)--Syracuse City (Outer) PUMA, New York",1144
G36000704,2014-2018,NY,New York,36,704,79500US3600704,"Cayuga & Onondaga (South) Counties PUMA, New York",62157,"Cayuga & Onondaga (South) Counties PUMA, New York",1418
G36000800,2014-2018,NY,New York,36,800,79500US3600800,"Wayne & Seneca Counties PUMA, New York",55450,"Wayne & Seneca Counties PUMA, New York",1199
G36000901,2014-2018,NY,New York,36,901,79500US3600901,"Monroe County (East) PUMA, New York",70205,"Monroe County (East) PUMA, New York",1632
G36000902,2014-2018,NY,New York,36,902,79500US3600902,"Monroe County (Central)--Rochester City (East) PUMA, New York",36446,"Monroe County (Central)--Rochester City (East) PUMA, New York",1201
G36000903,2014-2018,NY,New York,36,903,79500US3600903,"Monroe County (Central)--Rochester City (West) PUMA, New York",30593,"Monroe County (Central)--Rochester City (West) PUMA, New York",1211
G36000904,2014-2018,NY,New York,36,904,79500US3600904,"Monroe County (Central)--Greece & Gates Towns PUMA, New York",59529,"Monroe County (Central)--Greece & Gates Towns PUMA, New York",1496
G36000905,2014-2018,NY,New York,36,905,79500US3600905,"Monroe County (North & West) PUMA, New York",68320,"Monroe County (North & West) PUMA, New York",2343
G36000906,2014-2018,NY,New York,36,906,79500US3600906,"Monroe County (South) PUMA, New York",80491,"Monroe County (South) PUMA, New York",2030
G36001000,2014-2018,NY,New York,36,1000,79500US3601000,"Genesee & Orleans Counties PUMA, New York",55951,"Genesee & Orleans Counties PUMA, New York",1226
G36001101,2014-2018,NY,New York,36,1101,79500US3601101,"Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA, New York",48223,"Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA, New York",2018
G36001102,2014-2018,NY,New York,36,1102,79500US3601102,"Niagara County (North & East) PUMA, New York",60611,"Niagara County (North & East) PUMA, New York",1652
G36001201,2014-2018,NY,New York,36,1201,79500US3601201,"Erie County (Northwest) PUMA, New York",60556,"Erie County (Northwest) PUMA, New York",1977
G36001202,2014-2018,NY,New York,36,1202,79500US3601202,"Erie County (North Central) PUMA, New York",73935,"Erie County (North Central) PUMA, New York",1690
G36001203,2014-2018,NY,New York,36,1203,79500US3601203,"Erie County (Northeast) PUMA, New York",78754,"Erie County (Northeast) PUMA, New York",3173
G36001204,2014-2018,NY,New York,36,1204,79500US3601204,"Erie County (Central) PUMA, New York",54190,"Erie County (Central) PUMA, New York",941
G36001205,2014-2018,NY,New York,36,1205,79500US3601205,"Erie County (West Central)--Buffalo City (East) PUMA, New York",31967,"Erie County (West Central)--Buffalo City (East) PUMA, New York",903
G36001206,2014-2018,NY,New York,36,1206,79500US3601206,"Erie County (West Central)--Buffalo City (West) PUMA, New York",40878,"Erie County (West Central)--Buffalo City (West) PUMA, New York",1361
G36001207,2014-2018,NY,New York,36,1207,79500US3601207,"Erie County (South) PUMA, New York",68427,"Erie County (South) PUMA, New York",1730
G36001300,2014-2018,NY,New York,36,1300,79500US3601300,"Livingston & Wyoming Counties PUMA, New York",56730,"Livingston & Wyoming Counties PUMA, New York",1606
