Measure Values,State,Upgrade Package Assignment,Measure Names
51589.35223,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
53726.45755,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
44871.14245,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
35857.50867,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
42395.23872,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
40700.35188,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
46172.10616,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
98194.25915,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
24664.80509,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
49452.09669,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
46679.46362,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
27582.00144,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
32196.99666,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
39018.87313,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
48539.33546,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
71043.16804,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
41866.39727,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
25258.63324,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
34912.04514,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
35948.9349,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
47534.63456,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
46813.99007,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
35758.88755,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
37868.59082,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
82386.06994,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
53752.12691,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
36181.66984,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
45490.21785,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
38950.47577,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
29126.83261,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
27832.11366,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
46653.52957,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
61672.35491,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
27635.91268,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
26773.06655,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
60519.34623,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
36598.97415,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
37403.028,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
68464.14656,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
45125.9327,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
46468.32794,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
82848.22315,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
37283.69277,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
29771.38453,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
21639.74161,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
65254.34653,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
32193.94154,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
23726.73579,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
33803.33375,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
49752.54927,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
38676.77465,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
38957.61862,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
41072.90955,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
30405.2582,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
33584.10126,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
33126.44385,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
47291.81732,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
84567.97508,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
53475.77836,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
38626.42517,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
42714.39267,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
37246.51451,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
51834.25816,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
31355.26114,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
28204.48852,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
71767.7769,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
65050.51272,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
38683.23847,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
41400.3703,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
43632.04365,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
40490.52331,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
29751.85084,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
28822.60625,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
56795.07428,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
43700.57327,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
34051.67404,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
30907.27668,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
67266.05594,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
72064.81585,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
34908.88637,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
32153.32944,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
39879.26004,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
25781.18308,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
39822.22696,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
32216.90445,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
27954.0267,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
44004.08734,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
38775.914,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
37556.73121,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
36512.40245,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
29245.0565,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
24503.44536,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
46302.2227,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
32150.29549,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
34127.12138,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
52859.38578,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
20577.2032,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
251989.619,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
119096.7131,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
289945.9541,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
192545.9008,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
194230.5497,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
173165.6019,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
184929.7102,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
140784.2425,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
99729.05273,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
202236.4739,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
144345.1522,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
93122.2708,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
45662.36441,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
244965.5479,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
146916.0947,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
95219.15723,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
42402.52004,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
152054.2563,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
105504.5078,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
62320.68037,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
29666.46206,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
140774.1023,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
118961.9991,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
73444.85676,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
152757.0591,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
86626.04494,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
247731.17,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
197668.2231,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
75248.61321,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
312608.6806,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
293857.1713,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
138741.2574,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
107127.0999,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
394255.9396,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
191533.5493,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
208834.7064,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
196767.9912,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
242869.5607,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
97193.98143,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
81677.05725,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
255781.1973,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
169690.7959,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
129654.2881,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
54050.88402,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
176605.0146,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
155867.6449,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
113956.7395,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
44400.29691,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
168646.3527,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
110155.1148,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
